address,points
0x67cc642f32d724724765dbc40472a3d520b9e02a,3
0x4a5e76ca75be3b772ec716c1ba40829d16ffde93,8
0x54c8231de632d59f399f05eed628b1d489aa71bc,1
0x0f9d5ded00aa5fd0dffa2a0c162e6d50cb59f663,1
0xe272889526cd469d166182130b3620e06f0313ba,1
0x7786f0f7a72d768c0d0594c60e1c264c3ad5de64,6
0xaa9ba6e020f00642233c82161ce86f04c6156496,5
0x241d668ec46be49da61a12eacefc3ac3a73453cb,1
0x1ff4421295b13353403ba4481a0aa556f45c1ef5,3
0x9f6617395c75edc967a20ca887fceaabc17368b0,4
0x801650c2a6e8d26b86f622c4bb75570a56e640c5,1
0xae423bd9cbc590d6bb0c54e53e5a3d40e5a5b427,6
0xbad16a854d394bc0026c1211248d06b70d3dd794,4
0x5314e1fa0428a7beb27eb697baa31bdf5797965d,2
0x9783f6f88a7ecf4c9f056d42feec9a30d9f884b4,4
0x876b50bd18470f9d27882b713d705c4063edec5c,2
