address,points
0x238d2dc4aebc897b50da30e4d57330abbfe4a4cb,1
0x4e43d7c9dc8b7fc61f6aeff826ae7499dcdb9124,7
0x6f965a14496b8a290458806df9337d6266ec41a5,5
0x7c09ad2560e4f4a035f2241e47d457c08f2a9c0b,4
0xebe7e229783dc3fadfa4dd8b2e3c42e5e9180337,14
0xbb90e12d9260c4da4d2bb753327ce5533a0bf43b,1
0x1fa79f7cb6adaa3b88644bb0b4131985e6758f23,5
0xd3ce51352f5ef790f910a1f0e8708ba2990106b3,1
0x0746969d9c3a9a5ab48fbdd354c31fa322ba0699,1
0xfd7b719979bc3d6fe32edb5d59aa39fe3c59095c,9
0x5a0a5d2815124a27b6547c53bff64fc14dc14ca1,1
0xf6c803989e33c559cd5a37c5b3d4cdde0ab32c21,4
0x39430eefceeebd4efca6fc87b8fc143a5313fb69,1
0xca86dec6432a989dd6a6add2a0276870b43a4218,1
0xdfd249f58bffd4013072ebc2649e2048caa0a993,2
0xeed6b4b8a9870dc1567e9788e9932f46aa953e94,4
0x956fd5ba28076f78da4c590d7e48aaf8b738fb8a,11
0x9ca69915a0d192b7f43ee858283d98846c73f235,14
0xd6cc42c72b535aedbf7275cb20e09e8e4cb506a7,4
0xeb8c059ed1e1ac572804cd9e8e4ac02982c17766,4
0x0e1cf9832877b36de287cefdc0f95d02c9570641,5
0x294fd17c700331aad5cc480400050e1005d2c531,3
0xe87d3513ab4a57119780a0a69cbfcc4e122302d9,1
0x8bc18766f74859663a11991f33b361e891ba8cd1,2
0xccd724b9af92a3a389150334556330efd3f59487,15
0x764d74340f9880db5428263e584718de0bc6d3ff,4
0x2ca956a071e402e0b501a4b7b9243745b21eac41,4
0x9b1ca96d28f61f7af0df7f7980f0961b2f0f545f,3
0x67f91ca1dbbd2bceaefdfe1dd6a7492f9220ff91,5
0xa2ade3801681163ce50efef0df5a6aec1b3f368f,1
0x9a4cb63e919adb3132c5576048ad40ad341171a9,7
0x1c2a3e52dcfb8948e2b823199dc5ad3a7746c925,1
0xa542f9e59172d33802852e416778e307af95489c,2
0x810f329aef960d27b406e88058ee39a82b3290c8,1
0xf8d6bed021e111c5e5473c27508b6c07bd108ec0,5
0x480e22c29b98dce3b726c828a9b16c135b36dd51,11
0x040ba138485e32eca97b8ea603b9410292c36dd6,11
0x506f568785fae775aaae874225fc0c646cfa568d,11
0x9c581fc264a658cfeee22edb0108280476363d59,11
0x64ffb0c8b52b1e6722d3795a7071c4c73cc7d499,3
0x58042fe329bb241f5fb8e0ab3129e9663dc05ee1,9
0xd3e14d46ee219ff85174c076ddfbb7f99dd0f9b0,6
0x420e83572ac3ba8023e3fd99482d6bab17d696cb,4
0xdeaf42d4a2cc1dc14505ce4e4f59629aec253d75,14
0x76b74337d93dbcb811fcf2dab4a57db2b7058389,11
0xc7619668dd71bff199b7684f017f081a32560369,2
0x5dc2c366706bf35ceccc1b2eaca8b19cc9170428,4
0xc24b0b23d43d0688a30c7b64d1232147e588171c,2
0xff77772b14a8ed350e397580dfbe53ffd137d806,1
0x4e724aa555459c83d241b833c1f571030cd16182,1
0x56b8a0f575424a4e10da4b8d9dd7d70b8848db3d,4
0xe8560fa7b864d69a4d5a81e58116088773ff8767,15
0x70ab5882fff01b7211c7b4bcce80d2e2115bd4dc,2
0xf7683a4acda0e6eb56690ed4d2a36ba273fdbca7,1
0x56e74e7baea01d5bfcbca636b481ef81046085da,1
0xc29efd0b2ef5b673e6cf6197d1a8c537d6b167d5,1
0x567d9f32151d4f77984c178f7bd17ddee99ffb05,1
0x7f091d208a17c1221ef39cef3e32ec589b034177,8
0xb5388ec04b599b9a44f8c4cffcf7871df5143f8f,5
0x476f0edfc3ba3f63a16f3fadfcdb81e0580292db,5
0xea896efcb4b34f8acc47ab36984892d7b5e7776e,5
0xc303f20f343dd0844726b710ac67b64aaf986d69,5
0x6528179f0f074328b71b1f053df0a17937415b18,1
0x3ad3a600ebf763d58aab4b2deaf3a7f4a081562f,2
0xfa1144040c3f74a5db348974d8fc6aeddd9104b9,3
0x627d95cb1c73acf78dbd44bf0964dcc92b9f405f,2
0x9570d334059dfc88e4997287f31af12f1244e777,3
0x1046a2a162e5a12631c798a38034aa237dfca50d,2
0x4d3add3fe7b8056f909681783d57694351e3e1be,5
0xa626c5497ae58b2fbddd7b144d5d20d5848e8579,11
0x0ec93bc50102e622ce4a2846dc53164816da1c92,7
0xe3a97e0d58e58f9871fdd7d9a74d061cc3736bbb,10
0x7b9d755f474412a8c84a15b8395714e3382d0851,7
0xf2b9d00e6208ec1e27da00a7deba73bc105056aa,1
0xfbe25e395d68a424d006fa9f7254d8542c713518,1
0x347d683494c38204a4ff686630351375446a8dc8,2
0x0916f29343c9683009c68b71bc82e7e2a66599d6,2
0x47a9b9767295b6832ae36326840aa4057510a470,2
0xbf1e493ac565d342d347baa08c92add1b6d3a148,8
0x2b5b22e8c9444a64e85546f7f161ea382e06f825,2
0x6bd6d42d16da63b0561a71be28cf230ea91d8620,6
0xa032af19029667fc7ad842d65d524e62a16cc4ca,10
0x3bb0ec2ef9ff0524d15903fedd3c2ff4a180dd6a,1
0x65d3375f1e626f3bd2f35183da5a11222ecf4370,3
0x4ea0c6de1b4504952f40ab6268dce5696d3c3652,5
0xb6598ecd51da92969dc1bf8700a35f200c8a1808,6
0x5f890e52e5b589072b95c9f03a79016f91866f55,2
0x56d79fe635196e734ce29d7a8ccd8014865e790c,9
0x3aeb2dfef61cf5409a372ea69ee43cefee2c562d,1
0xc34200b4544e793c2dd78e9debbce197648b26b3,1
0xf67eb6368a9803d947c9c72ebbecb9f332353b92,1
0xe88457308298c4d7eb5138ed4e558392464a3765,4
0x38f0c7d7e92422b68f2d5b4a388c05df6d531f52,3
0x795d62666dd250044c96f760c0167f5a5a505edb,4
0xd605b2f0ee77df4fbf5b853a7c1174f43ae14dc7,4
0x220179548474b2c2919942ebf00446494243ab55,3
0x266915251dc084a00f2f262deb7849da8b9c39f6,2
0xb7e4e1eb59663784c4221474b795865257118138,1
0x08186a410ee9ab3e4af48e73a831d20ad60f8ba7,5
0x2233684f14abbe50c4d84b393913eb3828364faa,2
0x13fc26809db5fb84fcb45a3008b0c33f182b3c22,1
0xf1cdaf2b4c36d77a2f84812323ee1ac4ca91bafc,4
0x2d1f627b90ca8d8d5e28553c4cfb777268c61e0f,11
0x4c01c7bacd8c0099ff5e4aa26508a40d98748868,5
0x3c935902de787966b2107550460ff3c10c0e7fbe,14
0x7d9f7203364d042bc145039b57aa9fe56cf5ae6f,5
0x0001c8184091bb789c8e38916df6f3a155e17871,5
0x1c4544b7cb63b83294612357d443676e5341d9c2,1
0xf342bdea2071ed6cd224907944be27d847aa2809,2
0x195e61213464c93d91b0f6b91568ee0b06cea516,8
0x46c4ec2a70c7cdf3f033669dd3c892305d140582,4
0x7e7390d2be7ecf320f5a03a6824d06f6c7e8b5bf,1
0xdc73db47deded951286f833bb5ab41fd3c097fe1,2
0x77a85a2d004e94de95f95b71b23275c24f691f85,2
0x47ecb3e25d36db01c11d91e326c5a31d7333df5f,5
0xafa1abbef69e44b2cc7ab6fa5445e8168781badd,4
0x6aa7997ad85a5046658a8a0dbde3342e8be6c032,7
0xfc11ee2cce35bb2cefb262d2ba6525f1cf5dc7b1,3
0x8843f611a7510f139db69541aebb33dd2319c093,8
0x1aa9f356dd16fd876731d1384ccf572bea037423,2
0x7460335fdfad05bf36239264393aa9ecf75d115f,1
0xfa273e0cbf9de49e455188fc7c623a8128d842b7,1
0x8207b44c5842a2aaf4569f7c152d7cd27f2c6dbb,1
0xc23cee0038ea2ce3e2d0796c93095ddf92a9a1de,5
0x4e54a24da0c5faee7a379538d6a5f06fa19f8cde,2
0x4ad1b03bfe66371cab061f2daba80c498e18b8e1,2
0xb72044b09d27f9781f8ac33986fee181a1ec03b0,11
0xcca11a8edb05d64a654092e9551f9122d70ea80e,10
0x93c946c90378dab4c82b30b65013e73543489909,5
0xfe6ece59b68dc060ecb26d7f825e93320d3169c3,5
0x88f9d5147451250469720a97e34a2544afb3910f,4
0x00db24c3f13774e1b7355f96380abd087c982b21,1
0x017d4046663ddff007ac24f10c78423f8de638eb,3
0x95eabc013d31c3995232be6f30d11b42f7b193af,1
0xf1b2154fc603cb6651cf7b1ad9733f49dc75eae3,8
0xc0cd9252fc73e020a2b278d7fe91f87e43a1d81e,3
0xef690a0988c32e58ee4b972ebf4dcda633f903f9,1
0x55f09cb8049b2d3d420ab57c18936ea15071e941,1
0xb04c1726fcdb5aef97b907fad65e567cd1c80119,3
0xfda4723b9b4e7ebaa08e38c64ea7d73a8e0aac9b,1
0xb9d10940dae76c3e50d422c754009eeda22b4ea0,1
0x7335f905b4dd29d58c5afcb4f8d8016e1eb5ad9b,1
0x7a48071e6ad5c813b47292a13ce0c8d04c88e8be,1
0xadb3a666accef23b14a74fe4202ecdaac062441f,2
0x50f66dde2785a41216ae690a69735fcfeeeacff6,2
0xf29526dad3d3812471ad1266cd0fc20f8dfea95e,1
0xfc1166cd08aa556cb0feb875ce3f2ac16070d869,2
0x6d070b880404bacf241ec511e2b65788ec4a1214,6
0x0882483be2b9135fbcf325b929b0d5af7854b7bd,2
0x9bd34a27ed836cc25c13e88e552ec7e59d522090,2
0x7e29666fee394c1c74f2e6fdad1477865f5c3ee9,4
0x1e81a898d34c98beedb0b99b14354cda64485314,2
0x1ad0220dd6db112fbb95d0e49dd8b0e19bdfdcae,3
0xbd0b197f1de8f0cb6efa059f51039535aa66604c,1
0x485e6a765190167e42ad1ea0205a365e2dbcca0f,1
0x63cd89e59d2f4d3fccc2b00483e58b2e752470b5,15
0x9cfb24dd0368da75fd35dcd3c2a2883cb30ad272,1
0x3090a8da23358422a98a0cc2ddeda51ebdeb27d0,7
0x7b54ef2f00b83aad1ab349382f320828c56dca70,1
0x6f61d896a9b9e1087065e1630be44f394786f3d1,2
0xc13ccf23e4e4709e41fc468a8c7e353c69bf94ef,9
0x39dd03241c7bbb3363759576b1f0862a172ea05a,5
0xaafa401e0d841c2fd6555e092ff97e45f53dc81d,2
0xf8378bfb1e38d1d8b9799342aaef9016fc52137a,11
0x04d0ebbc816268f977d49dadbecedea102e03573,5
0x4be772c2d72e801a30bda325081db45ca454e43f,1
0x00d4c898a44fc66da4a4ccc2997929c95a565041,2
0x5d2795d1a98f5a652173d8b3e48ca94a2283336a,1
0x56f91706f3f74e2b4b3ac431e7153b89e1f3aa74,1
0xca5ce67a4cc81875f9e687c24ac81d1a6a2ee841,9
0xcef737e5b3d7f2120fe1a3f95f63013d75f0e909,8
0x90f6bcbd49d8faf7047bc40486d82aa203191a8a,3
0x50ad1973762ccf99fc72a6c8369a9b4d89a292a1,5
0x1a9ad04c32a9e7eff59861f101cd4dda1ebdf550,3
0xbf5d81b330bd2183c8b67d8903e68eb4f1502e40,2
0x3c6ee3cbf3f28f7098cffce224dda7f1df42c656,5
0x7eb3d637e9597a79c482fefbe22cba6e05e0d69b,1
0xdd21b0d2fb080c2a9cd05f35f0e5ed04a0b57fdd,1
0x195f93518c91c97424f9cdba1109a5581cfc6552,3
0xbdd565af9b3bed8d73939e2ba94ea2e93a1977d9,3
0x23384102af0515a8312ef54e5075eaee55db0e2a,7
0x32f8e5d3f4039d1df89b6a1e544288289a500fd1,3
0x534619104a9248b55a0293bf32e64ef939d8b5d0,4
0x4e27b0254c964416354e41cbf8ae0235c87a9d01,2
0xc2ab7bbe66a6fa63680c145605ee3055326d4c71,1
0x7e8d2190dde46f666ec7e578611b5728dbeafc1a,9
0x160e6562f270a79ded1cbc005151ae54bc92d447,4
0x445b47511ac81b3048ca009b1437b5bdd17dd114,1
0xf9494dacfdb059eaaea438424d3ed3038b0daf7c,2
0xfcc7ca65ec991b48f9ede88200e9af3dbf059217,1
0x28fa09a7c543cbe231251a7543f775eb26196eca,5
0x1941b3d631c71d60fbd86f04f7b9d914c9cc969c,1
0xebd10b3c9a09409b6bf874cfd3add66605f2db65,1
0xb02ad65e948c13b5709bf0536064830c66bc517e,2
0xa1f16f19187b4f10fbab8fdb2290dc33b70ddf21,1
0xacf42e38fcbc180241b74fe4522a22484f45cff9,1
0xe296421d00c85f9f422f7e4d667ab37f34ec8a8c,1
0xb5111a6f140ef41f9f0cba40c50ecdb23fab62ce,3
0xf4ca981449b50f86a1b0d17feeab07f24be62ce9,1
0xcce4dce932ee496e3abe2f4157c7c26231659982,1
0x7f1c0dd158cc86e9c00d7ff511b2c7c599ee9ca8,1
0xa5b3a22c526fd0d2801a38aec651689edeee8d87,1
0xe7ae9db1687145e4aaea459bf204d2fa725d0a58,2
0xe78ed9c50ac72ac934b4b8b3730abaabbe3fbbb5,2
0x566e2ccfdea6c92a499b2c6643587cb3c513bab1,1
0x597ad47719751148d454fbff8cc4bd8de5d92281,2
0x649d8bfe43cb94c67af204117dd453fd09e86fe9,4
